No,Text,location,status
3105,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,"Bloomington Springs, TN",neu
3106,@realDonaldTrump do something constructive instead of watching tv,"Austin, TX",neu
3107,"@realDonaldTrump 

Go to bed.  You are drunk . . . with power.","Helena, Montana, USA",neg
3108,RT @nicholasstoller: It's time for @realDonaldTrump to defend Last Tango in Paris.,"San Antonio, TX",neu
3109,@nbcsnl @SNLUpdate @realDonaldTrump @DanScavino SNL is an overrated drug addicted biased cult. Monopoly on a time slot bought by corporate $,"Westlake Village, CA",neg
3110,"RT @martucci_peter: ""The era of economic surrender is over. We’re going to fight for every last American job."" - @realDonaldTrump

 https:/…","Trumbull, Connecticut",neg
3111,@realDonaldTrump Seriously!!! What are we going to do with this retard as a president?,"Irvine, Ca",neg
3112,@Susan11790 @Fleurdelisazure @realDonaldTrump LOL! I loved it! Alex was awesome!,"Texas, USA",pos
3113,@realDonaldTrump You can't stop watching. Sad!,La Tierra,pos
3114,"RT @lauriecrosswell: So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right,…",PHILLY #MGWV ,neu
3115,@realDonaldTrump Who Cares When It Aired This Supposed Leader Is Spending His Time On Social Network.  This Should Be Alarming.,"Bronx, New York",pos
3116,"RT @Erst_Officer: @realDonaldTrump Shouldn't you be studying presidential responsibilities, constitutional law, instead of watching TV?","Hartford, CT",neu
3117,@realDonaldTrump @EWDolan Then it sounds like it's a good one this week! @nbcsnl,SoCal,neg
3118,RT @martucci_peter: President-elect @realDonaldTrump to announce plan December 15th to hand off businesses to his children. https://t.co/Oi…,"North Carolina, USA",pos
3119,"@realDonaldTrump Agreed. Alec is a good actor, but his impression of you was pretty one dimensional, unfunny and over the top mean spirited.","Spokane, WA",pos
3120,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..","Washington, DC",pos
3121,@realDonaldTrump You guys need to shut these plotting organizations down! President Al Sisi of Egypt  has outlawed… https://t.co/9mFZH0BXsy,Australia,neu
3122,"RT @DineshDSouza: Today on @ffweekend, I debated a Democratic operative on whether @realDonaldTrump won by appealing to white suprema… ",the sensible side of town,pos
3123,"RT @iamomardali: @realDonaldTrump YOU are unwatchable! Totally biased, not funny!",Minnesota,neg
3124,RT @TruthRocksOut: America is being sold  down the river by the @realDonaldTrump faimly &amp; lied 2about it every step of the way &amp; #DonaldTru…,South Florida USA,neg
3125,"@realDonaldTrump  - Annnnnnddddddd........  you just proved them right!   LOLOLOLOLOLOL   Poor baby Donnie, can't help himself.",Countdown has started....,neg
3126,"@realDonaldTrump Who cares about them, You own the house",Tonawanda,pos
3127,@realDonaldTrump turn off your tv. Stop pissing off china. Delete twitter. And get me to 2020 stat.,"Nashville, TN",neg
3128,RT @MarkDice: @realDonaldTrump Don't waste your time on those clowns Donald!  Watch my YouTube channel where I interview liberals.  Much mo…,USA,pos
3129,Maybe Jennifer Aniston can teach @realDonaldTrump a thing or two about how to enjoy someone's impression of you like a mature adult,Los Angeles,pos
3130,"@realDonaldTrump Obviously hit a nerve, too close for comfort. You are pathetic","Chattanooga, TN",neg
3131,"RT @lauriecrosswell: So #SNL does a skit about how juvenile Trump's tweeting is so @realDonaldTrump then tweets about it. 
You were right,…","Villa Park, CA",neu
3132,@realDonaldTrump  I can't believe you are really worried about SNL. You are going to suck!!,Chicago,neg
3133,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",I live by the river,pos
3134,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",NYC ,pos
3135,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Texas, USA",pos
3136,"@realDonaldTrump you are such a sucker, easy mark. I know you are reading this you addict. Knock it off and focus for America.","NanCUCKet, USA",neg
3137,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",Los Angeles,pos
3138,@jonrosenberg @TriciaHastings3 @realDonaldTrump ma'am your tweets are very funny.,"Texas, USA",pos
3139,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",Reykjavík || Vancouver ✈  ,pos
3140,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,TX,neu
3141,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Fairfield, OH",pos
3142,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Oklahoma,pos
3143,@realDonaldTrump you've got some pretty thin skin!,"Stockton, CA",pos
3144,@realDonaldTrump did your double chin type that last tweet.,"Plymouth Township, MI",neu
3145,@realDonaldTrump Hard to imagine how small this man is to be so obsessed with stuff like this in the face of what he has ahead.,Long Beach / Los Angeles,neg
3146,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Texas, USA",pos
3147,RT @siIverstorms: You're about to get them arrest asfghj https://t.co/xFJvrq5Rzv,rue,neg
3148,"RT @nfbrennan: @realDonaldTrump you truly can't see the irony of them making fun of you for...tweeting, and then...tweeting about it..",San Francisco,pos
3149,@ABFalecbaldwin @AlecBaldwin @realDonaldTrump you're always one move ahead of this asshole.,"Brooklyn, NY",neu
3150,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…,North Carolina,neg
3151,"@realDonaldTrump Settle down, Ethel Merman.",No where,neu
3152,"When AC admits @realDonaldTrump was a mistake, that is an extremely bold statement. https://t.co/1LIh7sWddD","Washington, USA",pos
3153,@realDonaldTrump @KellyannePolls @Reince @FoxNews @DiamondandSilk @HouseGOP 💥💥THIS VIDEO IS WORTH LOOKING AT ASAP.💥💥,TN,neg
3154,"As @realDonaldTrump targets another company in Indiana, Hoosier @mike_pence laughs all the way to the bank https://t.co/Nyva8aVEOB","San Francisco, CA",neu
3155,@realDonaldTrump agree awful,"Thornhill,Ontario",neg
3156,"@realDonaldTrump ""SNL not funny"" says the guy who thinks it's hilarious to mock disabled people.","Ontario, Canada",neg
3157,"RT @CarmineZozzora: Every new waiter or bartender job under Obama only came with $750,000 in new debt.

We're doing great!

#MAGA https://t…","Richmond, VA",neg
3158,@JYSexton @realDonaldTrump dude needs to grow some or get a sense of humor.,"Love is shady, USA ",pos
3159,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Queens, NY",pos
3160,@realDonaldTrump                     Thought I was watching the view it was so bias!!!,"Indiana, USA",neg
3161,"@TheMasterBucks @realDonaldTrump teaching them for years, study goes pretty quickly.","Ocala, FL",pos
3162,@realDonaldTrump You are so predictable. You can be manipulated by a 1st grader. #SNL,United States,neg
3163,@realDonaldTrump please stop them https://t.co/6UG0Iqusm6,United States,pos
3164,@maggiegosia @realDonaldTrump Been reading your reply's &amp; all I have to say is.... https://t.co/7aRQOwh877,United States,neu
3165,@realDonaldTrump The impression can't get any worse because it's spot on.,middle of woods,pos
3166,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","New York, NY",pos
3167,RT @MarwaBalkar: OMG LOL https://t.co/loiFCLya3s,"Queens, NY",neg
3168,"RT @JustMeinMI: @realDonaldTrump has two years of undergrad, no degree. Does this make him the least educated president in history? 😦 
#Los…",United States ,neg
3169,RT @JenDFluharty: IF ONLY we could've predicted @realDonaldTrump's erratic self-serving ways. If there were SOME MEDIUM w/insight. #trumpre…,United States,neu
3170,"@realDonaldTrump @MyPresidentme SNL has sucked for over 2 decades, don't even watch that crap.","Boise, ID",neg
3171,RT @indepndt4eva: @realDonaldTrump I quit watching that show many years ago. Very liberal and not funny.,Omaha Hub,neg
3172,"RT @JeffreyGuterman: @realDonaldTrump Again, the Taipei Times says YOU CALLED the President of Taiwan https://t.co/zfMj2RcOcO.","Pinellas Park, FL",neu
3173,@AsterixNYC @DylanRatigan I've read &gt;100 articles on @realDonaldTrump &amp; none have shown him to be a good person. Hope w/o evidence is a wish,Chicago,pos
3174,RT @SRelihan81: @ABFalecbaldwin truly does have @realDonaldTrump by the balls every Saturday Night! 😂😂😂,"Texas, USA",neu
3175,@sam4hamilton @realDonaldTrump @SenSanders welks,"New Jersey, USA",neg
3176,"@Kenshiro73 (con't 1) because (&amp;I quote) ""Hepzibah, U need 2 honor the ""#prophet"" of God, @realdonaldtrump &amp; if U don't I will pray U die.""",Text 8147772112 ,neg
3177,"RT @Only4RM: Still no time for those intel briefings though, right? @realdonaldtrump","FL,  USA",neg
3178,"@Blob_Fish @RHBrotchner @realDonaldTrump
 gross","Los Angeles, CA",neg
3179,RT @rookiephenom: ~@realDonaldTrump holy hell you are unqualified for this shit. Any middle manager can tell you this with a pig up his but…,"Chicago, IL",neg
3180,RT @MichelleKOrts10: .@realDonaldTrump please speak about causes of recent fires in #MA #TN #CA #Israel etc these are not coincidences ask…,"Ohio, USA",pos
3181,RT @Bleeever: @realDonaldTrump @Norms_Nonsense I stopped watching that show years ago! I realized it was draining my brain cells! https://t…,Las Vegas ,neg
3182,@JonBershad @realDonaldTrump Thank u!  I've been telling ppl the same thing!! He's going 2 get us all killed with/his stupidity! #H8Trump!!,United States,neg
3183,"@realDonaldTrump no worries, they pick on everyone!   You got bigger fish to fry Mr President, elect!  Making America Great Again!","Lewiston, ID",neg
3184,"RT @tyleroakley: @realDonaldTrump honestly, seek therapy. this will be a long four years if you can't cope with us reacting to you. YOU SIG…",cara's angry mullet wife,pos
3185,"RT @jimlibertarian: @realDonaldTrump The people have spoken,&amp;please give this great patriot strong consideration 4 the veterans affairs… ","Texas, USA",pos
3186,@MarieTitus9 @jonrosenberg @realDonaldTrump ah yes just like 90 percent chance hrc would win. Your news sources are incorrect pally,the 1st millenial chi-raq,pos
3187,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94",AROUND...,pos
3188,@realdonaldtrump you make it so they keep 74-75%% of their business as in jobs here and 25-26%of business/jobs abroad,*Happiness* and  **Sports**,neu
3189,@realDonaldTrump We need to try our hardest to get more millennials to vote in elections. #GetTheVoteOut,Pokemon-Go-To-The-Polls,neu
3190,@realDonaldTrump Try being someone worthy of the presidential title instead of what you do. Grow up,New York,pos
3191,"RT @CarmineZozzora: 13.4M newly entered the workforce under Obama who claims he created 14M jobs.

That's only a net zero job gain sinc… ",Libertarian-Conservativeville,neg
3192,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Austin, TX",pos
3193,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94","ï¿½T: 29.682045,-95.932561",pos
3194,"RT @MonkeysthatFlye: @realDonaldTrump Its called Satire, look it up. And plus you're the new 'President', everyone is gonna make fun of you…","Hartford, CT",pos
3195,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha","Los Angeles, CA",pos
3196,RT @jetpackjamie: this had me rolling on the floor https://t.co/d0EyZm78BR,"Virgo Rising, Cancer Sun",neg
3197,"@christianpiper6 @damnyouwillis @jonrosenberg @realDonaldTrump Aww, are you scared SNL is making fun of your pussy leader?",Global,pos
3198,RT @JoinTheMajority: California officials are asking the Trump administration for help implementing the state’s new legal marijuana law. ht…,Your Moms Bed,neg
3199,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed,Michigan,neu
3200,@christianpiper6 @damnyouwillis @jonrosenberg @realDonaldTrump toilet spelled wrong coz I'm laughing so hard about it!!!,long island ny,neg
3201,@POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump All Are and We cannot Do and Live up Under a Trump America and ...,KEY WEST FLORIDA,neu
3202,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Singapore,pos
3203,Truth...#LL #loserliberals it's over @realdonaldtrump is our #45thpresident #presidenttrump… https://t.co/88S90PZifk,NYC/LI/NJ,neu
3204,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Cancun,pos
3205,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA 🇺🇸👍🏻🇺🇸👍🏻,"Tampa, Florida",pos
3206,@realDonaldTrump Just do what every other person with a sense of humor has done in the last 10 years. Stop watching SNL!,Edmonton ,neg
3207,@realDonaldTrump we ♥yah &amp;all eagerly await u declaring some really good stuff as soon as U are in office.. I gave Obama same benefit/doubt,"Sisters , Oregon",pos
3208,"@ABFalecbaldwin @realDonaldTrump Alec, you deserve an Oscar. We love you!","Cambridge, MA & New York, NY",pos
3209,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",Indiana,pos
3210,"@realDonaldTrump @TigerWoods that's great, how about a tweet to stop the hate crimes happening in your name?",New York ,neg
3211,@realDonaldTrump the true hurts!,Melbourne,neg
3212,@AssayagYair @realDonaldTrump @SenSanders i'm gonna get that trending brb #hatetheorange,hamilton quoting guaranteed ,neg
3213,RT @MichaelCohen212: I stand with #PEOTUS @realDonaldTrump and his commitment to #MakeAmericaGreatAgain. RT if you stand with him as wel… ,Shady Valley,pos
3214,"@realDonaldTrump Baldwin's impersonation is pretty spot on. But, it's okay not everyone can be an #orangesupremacist like you.","Rifle, CO",pos
3215,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha",novi mi,pos
3216,@happyhourvalley @realDonaldTrump That's an insult to twats.,Pa's armpit,neg
3217,"RT @iamomardali: @realDonaldTrump YOU are unwatchable! Totally biased, not funny!",Wonderland,neg
3218,@realDonaldTrump hey didn't we see you on SNL earlier  2016?  Btw...tax returns.Hmmm?,unfortunately So-Cal,neu
3219,RT @VFW_Vet: SNL Makes Fun Of Trump’s Tweeting – So He Tweets Angry Message During Show! (VIDEO) @realDonaldTrump #losertrump  https://t.co…,USA & Canada,neg
