,0
3285,@realDonaldTrump @ABFalecbaldwin shouldn't you be looking over your daily intelligence briefings. other presidents didn't whine when mocked
3286,"@realDonaldTrump, not a fan before election; justified by Pence &amp; future justices. Now Impressed by Carrier save. Praying daily/Stay humble"
3287,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3288,@AssayagYair @realDonaldTrump @SenSanders he's like the reincarnation of that stupid annoying orange tv show
3289,@realDonaldTrump And this clown is your guys president? WTF? Shouldn't he be worried about tweets or shows that put smiles on people's faces
3290,RT @nelaknight: @StonedPhillyFan @realDonaldTrump ON THE MONEY!!!! https://t.co/WAFNBQHuAf
3291,"@realDonaldTrump man, do you have no mirrors in your golden palace. Baldwin is you , you cheese puff !! And stay off the phone , dopey !"
3292,@realDonaldTrump less TV &amp; more security briefings. @KellyannePolls Plz ground him till his grades improve. #NotMyPresident #StillWithHer
3293,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3294,@realDonaldTrump try watching the documentary channel.. you may learn something! #globalwarming
3295,RT @_CillaW: If only @realDonaldTrump used half of the time he spent complaining about @SNLUpdate to address racist/sexist acts… 
3296,RT @donmoyn: @realDonaldTrump mike pence every time Trump tweets about SNL https://t.co/qFZzMtvmUl
3297,@realDonaldTrump Alec Baldwin playing you is more qualified for the job than you.#tinyhandsloser #notmypresident
3298,@DanScavino @TeamTrump @DrJillStein @realDonaldTrump @FoxNewsInsider  Spending millions just to find there was a mis-count in Trump's favor.
3299,@nbcsnl Keep up the good work! With any luck your blatant bias despite claiming to be nonpartisan will help… https://t.co/k7U6JqiOmK
3300,"1st @allinwithchris  we don't really know @realDonaldTrump business actual size or debt load
He could easily be Ups… https://t.co/dVuEK6Owta"
3301,@realDonaldTrump The truth hurts!
3302,@realDonaldTrump HA HA HA CLUELESS
3303,Hi Mr President@realDonaldTrump
3304,"@RealDonaldTrump “Calls” Obama Just Leaked, https://t.co/rxqn8SqIFE"
3305,The irony of @realDonaldTrump tweeting about an SNL sketch about how he can't stop himself from tweeting is just too much. #TrumpSNL
3306,@ABFalecbaldwin @realDonaldTrump they're in Hillary's email
3307,@HogwartsHomo @realDonaldTrump and that he tweets about this instead any of the hate crimes committed in his name. He must approve of them.
3308,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3309,Did ppl forget that SNL let @realDonaldTrump host? Now you wanna praise #SNL? They gave that terrorist a platform. SNL should be cancelled.
3310,RT @NicoleMojan: @realDonaldTrump You ? need ? to ? log ? off ? https://t.co/J8NBW6fFjP
3311,RT @ParkerMolloy: @realDonaldTrump You're really going to do this for the next four years?
3312,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3313,@realDonaldTrump SNL hasn't been watchable since the 90's. Since when does the USA kowtow to anyone? All this over a courtesy phone call.
3314,Twitter is going so slow! And so much isn't loading! Wonder if China is attacking for @realDonaldTrump comments? ?
3315,RT @ssullivan315: This is insane!!! It needs to go viral bigtime!! Where's the outrage across America!?!? @Rambobiggs… 
3316,"RT @Only4RM: Still no time for those intel briefings though, right? @realdonaldtrump"
3317,@realDonaldTrump @indepndt4eva Trump did nothing wrong!!!!
3318,"@realDonaldTrump Ahhh, actually Baldwin is quite good."
3319,"Your move, @realDonaldTrump https://t.co/rQ1h7uYqxd"
3320,"RT @jimlibertarian: @realDonaldTrump The people have spoken,&amp;please give this great patriot strong consideration 4 the veterans affairs… "
3321,@TheSpoonyOne @EJLandwehr @realDonaldTrump got to have your priorities straight
3322,"Do you ever stop crying @realDonaldTrump? You're embarrassing us all with your constant whining. Grow a pair, ya ba… https://t.co/a68B8NFD7p"
3323,"RT @SarahHuckabee: ""It's refreshing to see a U.S. president say America will do what it wants to. Deal with it."" -@GovMikeHuckabee on @real…"
3324,"@realDonaldTrump We will certainly know once you get into office, now won't we? @TIME"
3325,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3326,@realDonaldTrump Are you going to buy them of with millions in corporate welfare? Time to man up and talk tough.
3327,RT @J_W_Armistead: @realDonaldTrump @KellyannePolls @Reince @FoxNews @DiamondandSilk @HouseGOP ??THIS VIDEO IS WORTH LOOKING AT ASAP.??
3328,@JaeDoolity @TheMasterBucks @realDonaldTrump you told him Jennifer!
3329,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3330,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3331,"RT @CKefalas: If he nominates @JonHuntsman for Secretary of State, @realDonaldTrump would tap the most prepared person for the jo… "
3332,@realDonaldTrump too bad!  ? https://t.co/KIKHlxYaBC
3333,@martycurtis1 @realDonaldTrump then how about this? https://t.co/Tonrxwm6No
3334,"While fighting to get @realDonaldTrump ??elected, I have seen true evil but it's also brought me closer to God than I've ever been. #Blessed"
3335,@realDonaldTrump i feel your pain. No SNL for me!!!! Either!!'
3336,"If SNL can set a trap for @realDonaldTrump, what will world leaders set him up for?"
3337,"@realDonaldTrump 
When you go negative on SNL, you are weak cry baby.
Be a responsible Man (for once).
Let it go. Be a Man. 
You are weak!"
3338,"@FloridaGal0814 @actprayvote @Megreg916 @realDonaldTrump -I would say he was eating his feelings, but that would imply he has feelings"
3339,@realDonaldTrump We... are with YOU!
3340,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3341,"TAIWAN: there's no way he'll answer, dude. Wait, it's ringing!
@REALDONALDTRUMP: I love Thai food.  Some of my friends own Thai restaurants"
3342,"Thanks @RollingStone, spot on. @realDonaldTrump is #loserinchief #PopularVote  #losertrump #notmypresident https://t.co/Ra7FRItEVi"
3343,RT @MrEdTrain: I will cherish this picture forever &amp; pass it on to my grandchildren &amp; they can pass it onto theirs ??… 
3344,RT @OTOOLEFAN: .@realDonaldTrump You whining about SNL skits is more hilariously pathetic than any actual SNL skit about you.#ToddlerInChief
3345,"RT @Rizzo_Bear: @_CillaW @realDonaldTrump @SNLUpdate Or receive an Intel briefing, or hold a press conference, or work with State Dept b4 t…"
3346,@TherealMathew @jonrosenberg @realDonaldTrump Creativity &amp; humor are signs of intelligence.There are neurons lacking in some of your brains.
3347,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3348,@StageYaneu @POTUS @HouseGOP @HouseDemocrats @SenateGOP @SenateDems @realDonaldTrump deplorables hang together
3349,@realDonaldTrump You appear mentally ill on your twitter account. Have you written that $25 million check to the students you defrauded yet?
3350,"RT @cafedotcom: .@realDonaldTrump Mr. Trump is an amazing orator, will have historic quotes as POTUS! https://t.co/0PAdJwcC94"
3351,RT @_CillaW: If only @realDonaldTrump used half of the time he spent complaining about @SNLUpdate to address racist/sexist acts… 
3352,@realDonaldTrump legalize weed the fuck
3353,RT @JonBershad: @realDonaldTrump Just tried watching news about our ruined relationship with China. Unwatchable! SNL is way better than you…
3354,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3355,@realDonaldTrump thanks it must've been hilarious! Waiting for West Coast show?
3356,@dckolarik @realDonaldTrump do you even listen to yourself? that is the most rediculous crap i've heard all day.
3357,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…
3358,@realDonaldTrump If it was unwatchable then how did you watch it? #SAD!
3359,@hungertaskforce @RexnordCorp That won't feed your laid off workers long. @realDonaldTrump
3360,@realDonaldTrump @UFCONFOX  is on try that
3361,"RT @mitchellvii: Well I'm actually kind of old, but thanks. :-) https://t.co/LwYDpqSXDS"
3362,RT @DineshDSouza: I'm glad @realDonaldTrump is appointing rich guys who don't need to make money off their govt posts--like some othe… 
3363,"@realDonaldTrump  - Liar, liar, pants on fire!   LOL"
3364,If the best work Baldwin can get is playing @realDonaldTrump under a hour on Saturday'sl imagine what he would do to be #Peotus Weekly.
3365,Great idea. Done! https://t.co/73eCBDIWcg
3366,"RT @BoyfromBurleigh: Thank you America for bringing us @realDonaldTrump 
Its time to turn the tables in the left wing wankers who want to c…"
3367,Thank you Alec for making SNL great again. #msnlga https://t.co/mFaxEe5eB5
3368,"Now if you'd Juste open up that door right there, and give me what's rightfully mine, my #inheritance. Taday! @realDonaldTrump"
3369,@realDonaldTrump @steph93065 Baldwin is funny. More respect if you admit it. Don't be a baby...
3370,RT @jonrosenberg: @realDonaldTrump Have you tried Sesame Street? Might be more your speed
3371,"@realDonaldTrump You're just mad because they exposed your tricks. Maybe if you were actually a decent person, they'd be nicer."
3372,RT @GabbyInCa: As it should be. Thank You @realDonaldTrump @seanhannity #Mega #TCOT #CCOT #Veterans #BackTheBlue #Bikers4Trump… 
3373,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3374,@realDonaldTrump Funny cause it's true.
3375,"RT @RonHogan: #SNL is almost over on the East Coast. Soon @realdonaldtrump will try to sleep, his father's voice reminding him: ""They're la…"
3376,"RT @DanScavino: '@DrJillStein'S Michigan Recount Could Cost Taxpayers $12 Million'

#PEOTUS @realDonaldTrump gains in Wisconsin.
https://t.…"
3377,@MagicRoyalty @mike_pence @realDonaldTrump @JohnKennedyLA America loves a good ol' Train Wreck! Bigly!
3378,RT @TheMattWilstein: President-elect @realDonaldTrump can't stop retweeting children on @nbcsnl: https://t.co/4RLCnzl87C https://t.co/FKDhR…
3379,RT @MadGranny1125: @realDonaldTrump Worse than #TrumpTapes #TrumpRegrets https://t.co/T2nBfCVn0H
3380,@realDonaldTrump Damnit. What terrible cabinet pick are you announcing tomorrow?
3381,"RT @ParkerMolloy: @realDonaldTrump You really have no idea what you're doing, do you?"
3382,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…
3383,"Don't worry Americans, #Mexico has open doors for all the bad decisions your president @realDonaldTrump will make! #WelcomeChina #VivaMéxico"
3384,@josephcourson @ABFalecbaldwin @realDonaldTrump  no that's him doing an impression of a handicapped person.
3385,@CathieMarie2014 .@realDonaldTrump Let us correct that to most Trumpkins don't watch SNL which is a minority ?… https://t.co/yGbUs9ARCY
3386,RT @TVLine: Alec Baldwin to @realDonaldTrump: Release Tax Returns and I'll Quit Mocking You on #SNL https://t.co/wece7DfjGR https://t.co/DA…
3387,.@realDonaldTrump Seems Mommy @KellyannePolls forgot to take something else away too! @GissiSim @AnandWrites @ananavarro @JoyAnnReid
3388,RT @CathieMarie2014: @realDonaldTrump Most AMERICANS DONT Watch That trash. WE are aware. It's all good. Let's just #MAGA ????????
3389,@realDonaldTrump pls block me
3390,RT @BobHagh: @realDonaldTrump Your impersonation of a President is unwatchable. Sad!
3391,@realDonaldTrump For the sake of our country... would you stop tweeting and concentrate on our government. That is what a real pres. does.
3392,@realDonaldTrump I like how personable our new president is.
3393,@realDonaldTrump you will can't wait
3394,RT @iamomardali: @realDonaldTrump 1st US president that whines too much on social media!
3395,RT @RyanBoger261: Now insulting the president.. @realDonaldTrump are they kidding. #AMAs #nextchannel
3396,That awkward moment when @realDonaldTrump  claims Alec Baldwin does a terrible impersonation of him... https://t.co/aITFtL0Aoo
3397,@bash_riprock @ProgressOutlook @realDonaldTrump Call me when those others build a global brand AND get elected POTUS. Until then... ?
3398,"@realDonaldTrump get over it! They are going to make fun of you for four years, and there is plenty to laugh at!"
3399,"RT @theguydf: .@realDonaldTrump maybe turn off the TV and twitter and get to work on being president. You're embarrassing us.
https://t.co/…"
3400,RT @Dianne09314822: It's a new day!  @realDonaldTrump https://t.co/OuwGMMjNVK
3401,TRIED watching @realDonaldTrump?  Were the words they used too big for you or did you understand the words and not the satire?
3402,"RT @martucci_peter: .@realDonaldTrump:""We are building a wall.We're going to have people come in, but they're going to come in legally."" ht…"
3403,The lame SNL depiction of Trump doesn't work bc real people understand just who he is.... And support… https://t.co/FxnHrTsRJK
3404,.@realDonaldTrump  It's spot on and you are a pile of literal garbage
3405,RT @samtwyfordmoore: Rare footage of @realDonaldTrump watching Alec Baldwin's SNL impression before taking to Twitter to whinge about it. h…
3406,RT @TheMuslimIssue: The fiscal debt #Trump will inherit from Obama.... @realDonaldTrump https://t.co/QsGLAXgm4c
3407,"RT @riotwomennn: Wait a minute is that the picture of me that I hate? No, that's just a plate of mashed potatoes @realDonaldTrump     https…"
3408,"RT @ABFalecbaldwin: ...@realDonaldTrump 

Release your tax returns and I'll stop.
Ha"
3409,@realDonaldTrump Mr. President Elect...If I can take ALL the crap from the Libs I've taken without me fightimg back you dang sure better..?
3410,"@realDonaldTrump   yeah, release your taxes, BITCH-ELECT. https://t.co/wqzrB1ALTa"
3411,@IndianExpress beginning with $900m aid to Pakistan..@realDonaldTrump  is India's new best friend feeding on hatred between India n Pak
