,0,1,2
10549,@EddieEdmundo @chrisfit3213 @HillaryClinton @ladies4trump @MeghanMcCain @greta gonna put Herr Trump and his #TrumpsOrangeShirts in charge???,"Bedford Hills, NY",neg
10550,RT @SF4Hillary: Meg Whitman chooses country over party - she's voting @HillaryClinton over demagogue Donald Trump p #,"San Diego, CA",pos
10551,RT @RichardGrenell: . @HillaryClinton's change in rape policy still isn't highlighted by the media. @KatyTurNBC @maggieNYT,Tx,neg
10552,RT @idawhannadoyou: Did you hear? Its not @HillaryClinton 's fault she used a private email server. It's Colin Powell's. #HillaryExcuses,Heaven,neg
10553,"RT @bfraser747:  MILITARY 

It's disgraceful what Obama is doing to our military,  @HillaryClinton will make worse. 
#TrumpPence16 https:","Maryland, USA",neg
10554,"-- @hillaryclinton You're not a Muslim Scholar, nor qualified to speak for Islam or radical Islam.. We're tired of your ignorant rants.",#AmericaFirst #MAGA #LockHerUP,neg
10555,"RT @Ian_kocher: Ryan Lochte getting grilled for lying. Meanwhile, @HillaryClinton is running for president...",st. elmo's bar,neu
10556,@HillaryClinton Your party keeps saying blacks are mistreated left behind by mainstream America Trump wants to help them and he's bad? BTFO,USA,pos
10557,Maybe @brianefallon is really @jimmyfallon ? @hillaryclinton is one of the oldest political hacks out there. Shame! ,"CA, USA",neg
10558,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:","Florida, USA",neu
10559,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,Twin Cities and other places,neg
10560,"RT @exposes_racism: That's why he's awesome! Meanwhile @HillaryClinton, @POTUS &amp; #BlackLivesMatter have been crickets #LouisianaFlood htt",United States,neg
10561,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,Vegas via LA (westcoast baby),neg
10562,"Language, Timothy... pe8Q3aVuYM",India,neg
10563,"RT @PatDollard: In FBI Interview, @HillaryClinton Blamed Black Man For Her Illicit Homebrewed Email Server  #tcot #l","Alabama, USA",neg
10564,"RT @EveryDemDonor: I'm Jobeth Williams. I gave $250 to @HillaryClinton. I live in Los Angeles, CA. I'm an Actor.",Transverse Range  Central CA,neu
10565,"RT @PatDollard: In FBI Interview, @HillaryClinton Blamed Black Man For Her Illicit Homebrewed Email Server  #tcot #l","Alabama, USA",neg
10566,@shailenewoodley @XiuhtezcatlM @HillaryClinton is so corrupt you shouldn't give her your vote no matter what she promises you.,"Simi Valley, CA",pos
10567,"RT @Tamaralynn212: -- @hillaryclinton You're not a Muslim Scholar, nor qualified to speak for Islam or radical Islam.. We're tired of your","Missouri, USA",neg
10568,"RT @GentlemanQB: She and Trump just say whatever they want, don't they? ","San Francisco, CA",neg
10569,"RT @TheEllenShow: Happy birthday, @BillClinton! I hope @HillaryClinton got you some balloons. ",Singapore,neu
10570,RT @SunKissdNerd: @HillaryClinton @POTUS This is what is called a leader! Know you all wouldn't know what that's like. Just sayin! https://,"Hesperia, CA",neg
10571,RT @foxnation: .@JudgeJeanine: @HillaryClinton Lied To The Public And The @FBI ,"MN, NYC",neg
10572,"RT @JimBovard: If Qadaffi had given $10 million to the Clinton Foundation, he might still be alive &amp; @HillaryClinton would have better chan","Cobb County, GA",pos
10573,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,"Maryland,Maryland ",neg
10574,"@HillaryClinton Like you have ""the room"" to talk.
Shacking up with @HumaAbedin  while both husbands are womanizing. hUgPMlmG8",Dystopian Future(TheFormerUSA),pos
10575,"RT @USAforTrump2016: The crowd in Dimondale, Michigan was HUGE #WheresHillary 

Time to #ShowYourCrowds @HillaryClinton ","Brushy Creek, TX...",pos
10576,"But @HillaryClinton will win, who is loved by #women and poor labor #globally. Her #health #women issue will mk Prez ","Kolkata West Bengal, India",pos
10577,"RT @1_Hoof_Hearted: @HillaryClinton: We must empathize with #America's enemies tynXgyP tClN

#ISIS #JVte","Boston, MA",neg
10578,RT @1_Hoof_Hearted: #Benghazi hero @KrisParonto targets @HillaryClinton lies in new ad for Leading from the Front #Tanto #13hours ,"Port Angeles, WA",neg
10579,RT @FoxNews: .@shelbyholliday: The word email is not going anywhere for @HillaryClinton any time before November. #Greta h,"MN, NYC",neu
10580,@billclinton No respect 4 U!!! @HillaryClinton =Whore of Babylon!!! ,"Butte, MT",neu
10581,@HillaryClinton How' are things going in Libya?,here,neu
10582,RT @FoxNews: .@billclinton and @HillaryClinton 2015 tax return. #SpecialReport t9X,"MN, NYC",neu
10583,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,Connecticut - Hartford,neg
10584,"RT @USAneedsTRUMP: @HillaryClinton 
pn6OKmGgid

Border Patrol warns Hillarys open borders will lead to terror attacks, NO THAN",Conservative Libertarian ,neg
10585,"@cindylou88881 @vachilly64 @wgmackie @HillaryClinton No, but I'd be glad 2 help if asked. Grace, do u think misogynist Trump cares ab u? NO!",By the Sea.,pos
10586,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,CA,neg
10587,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:","Tucson, AZ",neu
10588,@FoxNews @MSNBC @TrumpPence @HillaryClinton @seanhannity for god saick stop the BS tWwuq72qF,United States,neg
10589,@HerbinSF @HillaryClinton @Gregster56 Everyone loves to hate Hillary,Dubai,neg
10590,@HillaryClinton That right we love to hate Clinton's We hate your do as I say not as I do politics. No really we do hate you. Shameful witch,"Fairview, OR",neg
10591,"RT @1_Hoof_Hearted: @HillaryClinton: We must empathize with #America's enemies tynXgyP tClN

#ISIS #JVte","Oregon, USA",neg
10592,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,"Charlotte, NC",neg
10593,"RT @wesearchr: NEW BOUNTY: Show us the medical records, @HillaryClinton! @Cernovich is in for $100k! GO:  .",ANYWHERE I WANT TO BE,neg
10594,"RT @Reagan_Baby: Boom. Very few pp could or would ""lose"" $6B. But very few pp are as crooked as Hillary. Fools believe and liars lie  https",NY,neg
10595,"If I had a dollar for every time @HillaryClinton said ""woman president"", I would be @realDonaldTrump  #oops",United Kingdom,neu
10596,"RT @Trump2016News: Does anyone really think @HillaryClinton can live another 8 years? Trump, on the other hand, won't age a bit. .",San Diego CA,pos
10597,@DanaGlenn22 @mexican4trump  @HillaryClinton and he wouldn't  rent an apartment to u looks like we're both shit out of luck.,"California, USA",pos
10598,RT @SunKissdNerd: @HillaryClinton @POTUS This is what is called a leader! Know you all wouldn't know what that's like. Just sayin! https://,United States,neg
10599,"@HillaryClinton Reaching out to blacks using uninformed rhetoric to prove to white voters 30 miles away, you aren't racist. @realDonaldTrump","Linden, NJ",pos
10600,"RT @Trump2016News: .@HillaryClinton is very lowwww energy. She puts on a pantsuit, does an event, then goes back to sleep for 5 days. https",dayton ohio,pos
10601,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,"Cleveland, Ohio",neg
10602,RT @hale_razor: Hi @HillaryClinton How much money has your Clinton Foundation donated to Louisiana flood relief? I hear it's a charity.,Flyover USA,pos
10603,RT @brodaversial: @FoxNews @realDonaldTrump @HillaryClinton who is gonna be the next president,"Spring Hill, FL",neu
10604,@deray @POTUS @HillaryClinton Do #Blacklivesmatter only when Soros pays for riots? @Cernovich  ,USA,neg
10605,RT @Shelby4Liberty: Let's just say I have never seen Hitler and @HillaryClinton in the same room. #WheresHillary #NeverHillary #Libertarian,"Maine, USA",neu
10606,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,"Tulsa, Oklahoma",neg
10607,RT @TrumpStudents: New endorsement for .@HillaryClinton ,Earth,neg
10608,@scrowder @HillaryClinton Best thing about the never ending silly assed political season? The memes.,Hell,pos
10609,"@HillaryClinton You have insulted others, but what alarms me the most are the over 100+ people who have died under the ""Clinton Umbrella.""","Las Vegas, NV",neg
10610,@C1TYofFL1NT @TacoBellYemen @realDonaldTrump @HillaryClinton YUCKY :(,Sandy beaches of Az,neg
10611,.@realdonaldtrump no concession speech from you would be as good as public HARI KARI when you lose in November to @hillaryclinton!,Earth,neg
10612,RT @unoememes: Delete your account @HillaryClinton t7,hell,neg
10613,"RT @DineshDSouza: .@HillaryClinton's ""experience"" has gotten America exactly nothing. Can you think of even a single accomplishment?
https:",USA,neu
10614,"RT @bfraser747:  IMMIGRATION 

@HillaryClinton will flood our borders, @realDonaldTrump will insure people are properly vetted.  https:",USA,neu
10615,@JoyAnnReid @Lawrence  why does Trump assume all AAs poor. He needs to look around ,"Ohio, USA",neg
10616,"@He_Has_Failed @nycjim @johnastoehr @HillaryClinton Yeah, but that ain't illegal, chum.","Albuquerque, NM USA, Earth",pos
10617,Ending the Hyde amendment would back @HillaryClinton. Here's why: @annanorthtweets.,DC & VT-2,neu
10618,"RT @USAneedsTRUMP: @HillaryClinton you care about Louisiana flood victims as much as you did Haiti, not at all! ",Conservative Libertarian ,pos
10619,"@HillaryClinton @realDonaldTrump @riotwomennn Mr. Trump I want You to Tell You, I have Bi-Racial Children of Almost Every Beautiful Race ..",KEY WEST FLORIDA,neg
10620,@Shelby4Liberty @HillaryClinton if Hitler were still alive.... you would ,"Earth, for now...",neu
10621,Madam non-President. Can I push I your stool for you? @MissLizzyNJ @hrtablaze @HillaryClinton,USA,neg
10622,@johnastoehr You are the man!Awesome series you've got going here. Should be picked up by media. @msnbc @maddow @JoyAnnReid @HillaryClinton,"Michigan, USA",neg
10623,@MarlonDMarshall @HillaryClinton nothing.,"Mt Pukaski, IL",neu
10624,"RT @seanhannity: .@newtgingrich: ""We haven't seen 10% of what we're going to learn in Sept. [about @HillaryClinton.] She's going to drown u","Ohio, USA",neg
10625,RT @LessGovMoreFun: #LockHerUp Does anyone know the last time #CrookedHillary told the truth? pMX7we,"Charlotte,  nc",pos
10626,Hey @TheJuanWilliams your boy Bill Bratton is a hypocrite and a @HillaryClinton sellout Why are all #Dems so corrupt?sTg4W60LD,Anytown USA,neu
10627,Once  &amp; @billclinton &amp; @HillaryClinton  got away w/ murder in #MENA Ar ,"malibu ca, usa",neg
10628,RT @zbyronwolf: Democrat Maggie Hassan asked 3x if @HillaryClinton is honest and trustworthy. She never says yes. #NHSEN @mkraju .,North Florida,pos
10629,@HillaryClinton who have you promised your cabinet seats to for favors?,"Simi Valley, CA",pos
10630,RT @USAneedsTRUMP: @HillaryClinton please end your corrupt campaign t3uQCI0rL,"Raleigh, NC",pos
10631,RT @ColoHeadlines: Dr. Drew gravely concerned about  @HillaryClinton #health #HillarysHealth suvDvHPmp,Wisconsin,neg
10632,RT @dovorah001: I don't feel sorry for this Obama supporting bastard. You dine w/the devil eventually you get burned. #KarmaIsABitch https:,United States,neg
10633,@HillaryClinton Hillary your track record has been against the LGB. people do not change over night bitch.,"trenton, florida, usa",neg
10634,@HillaryClinton How are things going in Libya? Why not demonize Putin? Are you going to overthrow him next?,here,neu
10635,No u dumb shit she's raising money 4 #RedCross good thing u got Play-Doh covered @HillaryClinton's got food &amp; water! ,Chicago,neu
10636,@zbyronwolf @HillaryClinton @mkraju AFTER the interview her campaign said she thinks Hillary is honest? I call bullshit!  LOL,God Bless America!,pos
10637,RT @MeLovesMLE: Read THIS Thread!!! This champ tweeted 100 different examples of the sexism &amp; double standard @HillaryClinton faces https:/,"pittsburgh, pennsylvania",neu
10638,RT @FrankDallasAgg: @realDonaldTrump @FoxNews @cnn @HillaryClinton TRUMP visited Louisiana &amp; HELPED &amp; GAVE 70000lbs in supplies! obama golf,"Waltham, MA",neu
10639,RT @kraig4u: @CNN  @HillaryClinton  Hillary! Use funds fron the Clinton Foundation to help #LouisianaFlood  @msnbc @cbs @abc @nbc You're at,Ozark Christian College,pos
10640,"RT @WDFx2EU5: .@HillaryClinton trying to raise money off of tragedy, good one, Hillary sKH3iSb3C",(R) Caution-Offensive language,neg
10641,"RT @Bikers4Trump: Colin Powell Needs to Strongly Disavow the actions of @HillaryClinton &amp; endorse @realDonaldTrump!
#RETWEET
Join us @ http",UNITED STATES OF AMERICA,pos
10642,"Imagine all the women in WH, hormones all synced ..... standing around the RED BUTTON under a sign reads 'we R GOD!' sd","Nebraska, USA",neg
10643,"RT @TexasTribune: .@timkaine will be in Texas tomorrow, fundraising for @HillaryClinton hRO sfwT6Lp8",Here & There,neg
10644,"RT @kneadlesst0say: 
ATTN:@HillaryClinton
ATTN: @billclinton 

  @SenSanders Walkin the Walk ht","San Francisco, CA",neg
10645,"RT @1_Hoof_Hearted: @MarlonDMarshall @HillaryClinton

Who's that?

CLUE: Robert Byrd was member of the Ku Klux Klan in the 1940s

#KKK

htt","Ohio, USA",neu
10646,@HillaryClinton God help us!,Nj,pos
10647,"RT @THETXEMBASSY: We The People demand
@HillaryClinton  
#LockHerUp  

UnFitUnqualified
Dangerous 
#p2 https",South Carolina ,neg
10648,@HillaryClinton Why do you keep demonizing #Putin for standing up to your #Neo-con friends who destroyed#Ukraine?,here,pos
10649,"@HillaryClinton

U HAVE BEEN IN THE #Climate #GeoEngineering #WeatherModification SCHEME 4 YRS

TIME 2 START TALKING h7X","Plano, Texas",neu
10650,@HillaryClinton well done #madamPresident,"Eugene, OR",pos
10651,RT @bfraser747: Huma Aberdin is @HillaryClinton 's long time assistant/ partner in crime with strong ties to the Muslim Brotherhood https:,"Missouri, USA",neg
10652,".@Lasha220022 @realDonaldTrump 

I voted for @HillaryClinton in the NH primary and I'll vote for @HillaryClinton in the general election.",NH,pos
10653,"RT @TeddyDavisCNN: .@HillaryClinton's campaign responds to Donald Trump asking African Americans: ""What the hell do you have to lose?"" http",Prof. UF Levin College of Law,neg
10654,"Both @realDonaldTrump &amp; @HillaryClinton scare me,but I'm voting for @DrJillStein because I agree with her.  #Jill2016","Missouri, USA",neg
10655,RT @1_Hoof_Hearted: #Benghazi hero @KrisParonto targets @HillaryClinton lies in new ad for Leading from the Front #Tanto #13hours ,"Ohio, USA",neg
10656,@MalyndaNyc @caddiwon @HillaryClinton  Ouch THAT Had to Hurt ..Nicely Said. Go Trump/ Pence,Virginia Beach,neg
10657,"RT @FoxNews: .@newtgingrich on Obama administration &amp; @HillaryClinton: ""They've consistently chosen lying if that's what it takes to surviv","Charlotte, NC",neg
